GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Maps.EntryTransformer() {...},0,6,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Object() {...},10,77,0,0,0,4,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.DerivedFieldLoader.new TypeInfo() {...},45,0,4,0,11,0,6,0,4,0
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.InstanceResult,0,29,0,0,0,12,0,5,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.DataFieldLoader,0,39,0,0,0,13,0,6,0,6
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator,235,978,38,79,47,235,40,47,3,22
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.IdentifierLoader,0,10,0,0,0,3,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.InstanceResult.Distance,21,16,3,1,6,4,3,2,1,2
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.FieldLoader,0,38,0,0,0,14,0,6,0,6
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.DerivedFieldLoader,32,0,0,0,10,0,4,0,4,0
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.InstanceResult.Similarity,14,6,2,0,3,2,2,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator,133,525,27,63,24,143,27,34,2,14
PMML class model evaluator code coverage,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new ProbabilityMap() {...},0,31,0,0,0,8,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.naive_bayes,ProbabilityMap,13,3,0,0,5,2,2,1,2,1
PMML class model evaluator code coverage,org.jpmml.evaluator.naive_bayes,RichBayesInput,24,77,2,6,5,24,3,7,1,5
PMML class model evaluator code coverage,org.jpmml.evaluator.association,Association.new Object() {...},3,23,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator.association,Association,33,117,4,10,9,38,6,12,2,8
PMML class model evaluator code coverage,org.jpmml.evaluator.association,AssociationModelEvaluator,179,553,25,67,25,154,25,38,3,14
PMML class model evaluator code coverage,org.jpmml.evaluator.association,AssociationModelEvaluator.ItemValue,0,42,0,0,0,17,0,7,0,7
PMML class model evaluator code coverage,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.association,AssociationModelEvaluator.new Object() {...},1,11,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator.association,AssociationModelEvaluator.new Association() {...},0,21,0,0,0,4,0,4,0,4
PMML class model evaluator code coverage,org.jpmml.evaluator.association,AssociationModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,AbstractFunction,72,100,5,7,5,22,4,13,0,11
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,StringFunction,0,24,0,0,0,6,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,AbstractNumericFunction,24,42,1,5,1,10,1,4,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,ComparisonFunction,0,29,0,0,0,6,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,MathFunction,0,29,0,0,0,7,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,ArithmeticFunction,0,53,0,4,0,13,0,5,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,AggregateFunction,0,62,0,8,0,17,0,7,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,PercentileFunction,15,73,2,4,1,16,2,5,0,4
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,StandardDeviationFunction,0,73,0,4,0,18,0,6,0,4
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,MeanFunction,0,54,0,2,0,14,0,5,0,4
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,FpMathFunction,0,25,0,0,0,6,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,UnaryBooleanFunction,0,24,0,0,0,6,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,ValueFunction,0,24,0,0,0,6,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,AbstractNumericFunction.new Object() {...},3,23,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,ValueListFunction,0,40,0,2,0,8,0,4,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,EqualityFunction,0,29,0,0,0,6,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,BinaryBooleanFunction,0,35,0,2,0,7,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.functions,TrigonometricFunction,0,30,0,2,0,8,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator,57,296,12,34,11,78,14,18,2,6
PMML class model evaluator code coverage,org.jpmml.evaluator.rule_set,SimpleRuleScoreDistribution,21,28,2,2,6,11,5,3,3,3
PMML class model evaluator code coverage,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator.new CacheLoader() {...},5,70,1,5,1,18,1,6,0,4
PMML class model evaluator code coverage,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator.new Object() {...},3,23,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator.new SimpleRuleScoreDistribution() {...},0,11,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.neural_network,NeuronProbabilityDistribution,7,9,0,0,2,3,2,2,2,2
PMML class model evaluator code coverage,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator,323,545,57,62,69,151,50,21,2,9
PMML class model evaluator code coverage,org.jpmml.evaluator.neural_network,NeuralNetworkUtil,49,24,15,5,15,10,14,5,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator.new Object() {...},16,105,0,0,0,2,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator.new NeuronProbabilityDistribution() {...},3,10,0,0,1,1,1,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator.new CacheLoader() {...},0,69,0,6,0,15,0,5,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.neural_network,NeuralNetworkUtil.new Object() {...},16,105,0,0,0,2,0,1,0,1
